Nome de anuncio;Link;Preco;Data de Extração;Preco/m2;Rua/Local/Zona;ID;Freguesia;Municipio;Distrito;area util (m2);area bruta (m2);Tipologia;Ano;No Casas de Banho;Certificado Energetico;Condicao;Negociavel;Varanda;Ar Condicionado;Aspiracao Central;Vista de Campo/Serra;Lareira;Recuperacao de Calor;Suite;Despensa;Garagem (box);Arrecadacao;Vista de Mar;Vista de Rio;Cozinha Equipada;Aquecimento Central;Mobilado;Estacionamento;Condominio Fechado;Gas Canalizado;Piscina;Box;Elevador;Kitchenette;Marquise;Parqueamento;Piso Radiante;Terraco;Vista de Lago;Caldeira
b'T2+1 Condom\xc3\xadnio Fechado c/ Garagem Box em Vilar do Para\xc3\xadso';https://www.imovirtual.com/pt/anuncio/t2-1-condominio-fechado-c-garagem-box-em-vilar-do-paraiso-ID15I0R.html#a7f9b4fc77;298000;09/05/2021;2547;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;117;169;T3;2019;2;A;Usado;;;;s;;;;s;;;;;;s;s;;s;s;;;;s;;s;;;s;;
b'T1 NOVO com garagem ao El Corte Ingl\xc3\xaas e metro em Gaia';https://www.imovirtual.com/pt/anuncio/t1-novo-com-garagem-ao-el-corte-ingles-e-metro-em-gaia-ID15HYl.html#a7f9b4fc77;150000;09/05/2021;2727;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;55;55;T1;2020;1;A;Em construcao;;;s;;;;;;;;;;;s;;;s;;;;;s;;;s;;;;
b'T3 \xc3\xbaltimo piso- terra\xc3\xa7o 78m2 e BOX 2 carros - Liceu Gaia / Metro';https://www.imovirtual.com/pt/anuncio/t3-ultimo-piso-terraco-78m2-e-box-2-carros-liceu-gaia-metro-ID15GU6.html#348370580f;325000;09/05/2021;2982;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;109;186;T3;2021;3;A;Em construcao;;s;s;;;;;s;;s;;;;s;;;;;s;;s;;;s;;;s;;
b'T3 \xc3\xbaltimo piso- terra\xc3\xa7o 82m2 e BOX 2 carros - Liceu Gaia / Metro';https://www.imovirtual.com/pt/anuncio/t3-ultimo-piso-terraco-82m2-e-box-2-carros-liceu-gaia-metro-ID15GTN.html#348370580f;335000;09/05/2021;3073;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;109;191;T3;2021;3;A;Em construcao;;s;s;;;;;s;;s;;;;s;;;;;s;;s;;;s;;;s;;
b'T2 NOVO - Nascente/Sul - Liceu Gaia - 400m do Metro/Av. da Rep\xc3\xbablica';https://www.imovirtual.com/pt/anuncio/t2-novo-nascente-sul-liceu-gaia-400m-do-metro-av-da-republica-ID15GTq.html#348370580f;230500;09/05/2021;2561;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;90;96;T2;2021;2;A;Em construcao;;s;s;;;;;s;;;s;;;s;;;;;s;;;s;;;s;;;;
b'T2 NOVO - terra\xc3\xa7o (42m2) - Liceu Gaia - 400m do Metro/Av. da Rep\xc3\xbablica';https://www.imovirtual.com/pt/anuncio/t2-novo-terraco-42m2-liceu-gaia-400m-do-metro-av-da-republica-ID15GT9.html#348370580f;215000;09/05/2021;2389;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;90;132;T2;2021;2;A;Em construcao;;s;s;;;;s;s;;;s;;;s;;;;;s;;;s;;;s;;s;;
b'T2 NOVO - terra\xc3\xa7o (36m2) e garagem 2 carros - 350m metro - Mafamude';https://www.imovirtual.com/pt/anuncio/t2-novo-terraco-36m2-e-garagem-2-carros-350m-metro-mafamude-ID15GR7.html#348370580f;218000;09/05/2021;2370;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;92;128;T2;2021;2;A;Em construcao;;s;s;;;;;s;;;;;;s;;;;;s;;;s;;;s;;s;;
b'T3 NOVO - terra\xc3\xa7o (47m2) e garagem 2 carros - 350m do metro - Mafamude';https://www.imovirtual.com/pt/anuncio/t3-novo-terraco-47m2-e-garagem-2-carros-350m-do-metro-mafamude-ID15GQe.html#348370580f;282000;09/05/2021;2431;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;116;167;T3;2020;3;A;Em construcao;;s;s;;;;;s;;;s;;;s;;;;;s;;;s;;;s;;;;
b'T2 Novo - Mafamude - Gaia Shopping / Trofa Sa\xc3\xbade';https://www.imovirtual.com/pt/anuncio/t2-novo-mafamude-gaia-shopping-trofa-saude-ID15FjT.html#98fefa0bf4;195000;09/05/2021;1822;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;107;120;T2;2020;2;A;Novo;s;s;s;;;;;s;;;;;;s;;;s;;s;;;s;;;s;s;;;
b'T2+1 Novo - 350m metro / El Corte Ingl\xc3\xaas - Mafamude';https://www.imovirtual.com/pt/anuncio/t2-1-novo-350m-metro-el-corte-ingles-mafamude-ID15Efv.html#f15721a0ff;239000;09/05/2021;2213;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;108;123;T2;2021;2;A;Em construcao;s;s;s;;;;;s;;;;;;s;;;s;;s;;;s;;;s;;;;
b'Apartamento T4 duplex com terra\xc3\xa7o junto \xc3\xa0 C\xc3\xa2mara de Gaia.';https://www.imovirtual.com/pt/anuncio/apartamento-t4-duplex-com-terraco-junto-a-camara-de-gaia-ID15L2q.html#c28a6a8e97;249000;09/05/2021;1924;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;129;150;T4;1986;2;E;Usado;;s;;;;;;s;;;s;;;s;;;;;s;;s;s;;;;;s;;
b'T3 NOVO - varanda e garagem - ao Trofa Sa\xc3\xbade - Sta.Marinha';https://www.imovirtual.com/pt/anuncio/t3-novo-varanda-e-garagem-ao-trofa-saude-sta-marinha-ID15KBp.html#08ea8c4765;289000;09/05/2021;2157;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;134;160;T3;2020;3;A;Novo;s;s;s;;;;;s;;;;;;s;;;s;;s;;;s;;;s;;;;
b'T4 Duplex - CM GAIA - \xc3\x9altimo Andar - Terra\xc3\xa7o - Garagem Fechada';https://www.imovirtual.com/pt/anuncio/t4-duplex-cm-gaia-ultimo-andar-terraco-garagem-fechada-ID15KtC.html#9344b76094;249000;09/05/2021;1992;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;125;150;T4;1986;2;F;Usado;;s;;;;;;;s;s;s;;;s;;;;;;;s;s;;;;;s;;
b'T1 c/ Vistas Rio Douro em Mafamude (Centro de Gaia)';https://www.imovirtual.com/pt/anuncio/t1-c-vistas-rio-douro-em-mafamude-centro-de-gaia-ID15Pn3.html#0385db969a;115000;09/05/2021;2130;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;54;;T1;1987;1;E;Usado;;;;;;;;;;;;;s;s;;;;;;;;s;;;;;;;
b'T1 NOVO - terra\xc3\xa7o (28m2) e garagem - 400m Metro/Avenida Rep\xc3\xbablica';https://www.imovirtual.com/pt/anuncio/t1-novo-terraco-28m2-e-garagem-400m-metro-avenida-republica-ID15PcJ.html#b3426775cc;165000;09/05/2021;3173;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;52;80;T1;2021;1;A;Novo;;;s;;;;;;;;;;;s;;;;;s;;;s;;;s;;s;;
b'T2 NOVO pr\xc3\xb3ximo do El corte Ingles c/ varanda no \xc3\x9aLTIMO PISO';https://www.imovirtual.com/pt/anuncio/t2-novo-proximo-do-el-corte-ingles-c-varanda-no-ultimo-piso-ID15N81.html#df096abc0f;270000;09/05/2021;3293;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;82;97;T2;2021;2;A;Em construcao;;s;s;;;;;s;;;;;;s;;;;;s;;;s;;;s;s;;;
b'T2 NOVO pr\xc3\xb3ximo do El corte Ingles c/ varanda e Lugar de Garagem';https://www.imovirtual.com/pt/anuncio/t2-novo-proximo-do-el-corte-ingles-c-varanda-e-lugar-de-garagem-ID15N7A.html#df096abc0f;215000;09/05/2021;2500;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;86;93;T2;2021;2;A;Em construcao;;s;s;;;;;s;;;;;;s;;;;;s;;;s;;;s;s;;;
b'T1 NOVO pr\xc3\xb3ximo do EL Corte Ingl\xc3\xaas';https://www.imovirtual.com/pt/anuncio/t1-novo-proximo-do-el-corte-ingles-ID15N7o.html#df096abc0f;150000;09/05/2021;2727,3;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;55;;T1;2021;1;A;Em construcao;;;s;;;;;s;;;;;;s;;;;;s;;;;;;;s;;;
b'Apartamento T4 Duplex no Centro de Gaia';https://www.imovirtual.com/pt/anuncio/apartamento-t4-duplex-no-centro-de-gaia-ID15MNP.html#f627be4032;249000;09/05/2021;1924;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;129;150;T4;1986;2;E;Usado;;s;;;;;;;;;s;;;s;;;;;s;;s;s;;;;;s;;
b'Apartamento T3 Duplex \xc3\xa0 Rotunda de Sto. Ov\xc3\xaddeo- V. N. de Gaia';https://www.imovirtual.com/pt/anuncio/apartamento-t3-duplex-a-rotunda-de-sto-ovideo-v-n-de-gaia-ID15RIF.html#bc96c709ea;237500;09/05/2021;1710;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;138;180;T3;1998;3;D;Usado;;s;;;;;;s;;s;s;s;;s;s;;s;;;;;s;;;s;;s;;
b'T1 c/ Vistas Rio Douro pr\xc3\xb3ximo El Corte Ingl\xc3\xaas (Centro de Gaia)';https://www.imovirtual.com/pt/anuncio/t1-c-vistas-rio-douro-proximo-el-corte-ingles-centro-de-gaia-ID15Rgl.html#2893f04cd0;115000;09/05/2021;2130;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;54;;T1;1987;1;E;Usado;;;;;;;;;s;;s;;s;;;;;;;;;s;;;;;;;
b'Apartamento T1 Venda em Mafamude e Vilar do Para\xc3\xadso-Vila Nova de Gaia';https://www.imovirtual.com/pt/anuncio/apartamento-t1-venda-em-mafamude-e-vilar-do-paraiso-vila-nova-de-gaia-ID15QV5.html#795a9086e6;185000;09/05/2021;3083;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;60;75;T1;2021;1;;Novo;;s;;;;;;;;;s;;;s;;;;;;;;s;;;;;s;;
b'T2 NOVO - varanda e garagem - a 400m do metro/El Corte Ingl\xc3\xaas';https://www.imovirtual.com/pt/anuncio/t2-novo-varanda-e-garagem-a-400m-do-metro-el-corte-ingles-ID15Tls.html#882f5e5cb3;217500;09/05/2021;2500;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;87;114;T2;2021;2;A;Em construcao;;;s;;;;;s;;;;;;s;;;;;s;;;s;;;s;;s;;
b'Apartamento T2 NOVO - Rua D. Pedro V- 200m da Av. Rep\xc3\xbablica - Mafamude';https://www.imovirtual.com/pt/anuncio/apartamento-t2-novo-rua-d-pedro-v-200m-da-av-republica-mafamude-ID15Uy2.html#52f7629875;215000;09/05/2021;2500;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;86;105;T2;2021;2;A;Em construcao;;s;s;;;;;s;s;;;;;s;;;s;;s;;;s;;;s;;;;
b'Apartamento T3- Vila Nova Gaia';https://www.imovirtual.com/pt/anuncio/apartamento-t3-vila-nova-gaia-ID12qdo.html#6842956b08;299000;09/05/2021;2265;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;132;157;T3;2021;3;;Em construcao;;;s;;;;;;;;s;;;s;;;s;;;;;s;;;;;;;
b'Apartamento T4';https://www.imovirtual.com/pt/anuncio/apartamento-t4-ID15Ku5.html#20f4baf65d;430000;09/05/2021;2829;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;152;152;T4;2021;2;;Em construcao;;;;;;;;;;s;;;;;;;;;;;;s;;;;;;;
b'Apartamento T1';https://www.imovirtual.com/pt/anuncio/apartamento-t1-ID15Ncy.html#20f4baf65d;185000;09/05/2021;3083;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;60;60;T1;2021;1;;Em construcao;;;;;;;;;;s;;;;;;;;;;;;s;;;;;;;
b'Apartamento T1 ao Corte Ingl\xc3\xaas Vila Nova de Gaia';https://www.imovirtual.com/pt/anuncio/apartamento-t1-ao-corte-ingles-vila-nova-de-gaia-ID15SWz.html#1c06687563;115000;09/05/2021;2130;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;54;;T1;1987;1;E;Usado;;;;;;;;;;;;;s;;;;s;;s;;;;;;;;;;
b'T2 NOVO - terra\xc3\xa7o e garagem 2 carros - 400m metro/Av. da Rep\xc3\xbablica';https://www.imovirtual.com/pt/anuncio/t2-novo-terraco-e-garagem-2-carros-400m-metro-av-da-republica-ID15Uyc.html#7d222ab106;218000;09/05/2021;2370;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;92;128;T2;2021;3;A;Em construcao;;;s;;;;;s;;;;;;s;;;s;;s;;;s;;;s;;s;;
b'T3 NOVO - terra\xc3\xa7o e garagem 2 carros - 400m metro/Av. da Rep\xc3\xbablica';https://www.imovirtual.com/pt/anuncio/t3-novo-terraco-e-garagem-2-carros-400m-metro-av-da-republica-ID15Uya.html#7d222ab106;282000;09/05/2021;2431;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;116;167;T3;2021;3;A;Em construcao;;;s;;;;;s;;;s;;;s;;;;;s;;;s;;;s;;s;;
b'T1+1 junto \xc3\xa0 Av\xc2\xaa Republica -VNGaia';https://www.imovirtual.com/pt/anuncio/t1-1-junto-a-av-republica-vngaia-ID15orT.html#07aeda23b4;122500;09/05/2021;1408;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;87;87;T1;1992;1;C;Usado;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;
b'Apartamento T1 - 50 metros da Esta\xc3\xa7\xc3\xa3o de Metro do El Corte Ingl\xc3\xaas';https://www.imovirtual.com/pt/anuncio/apartamento-t1-50-metros-da-estacao-de-metro-do-el-corte-ingles-ID15xKq.html#76b8a4819d;130000;09/05/2021;2708;;PortoVila Nova de GaiaMafamude e Vilar do Paraiso;Mafamude e Vilar do Paraiso;VILA NOVA DE GAIA;PORTO;48;49;T1;1992;1;E;Renovado;;;;;;;;;;;;;;s;;;;;;;;s;;;;;;;
b'T2- Garagem Freixeiro';https://www.imovirtual.com/pt/anuncio/t2-garagem-freixeiro-ID14nG4.html#d9ca603cbf;100500;09/05/2021;1182;;PortoVila Nova de GaiaOliveira do Douro;Oliveira do Douro;VILA NOVA DE GAIA;PORTO;85;97;T2;1996;1;D;Usado;;;;;;;;;;;;;;;;;;;;;;s;;;s;;;;
b'T2 Oliveira do Douro c/ Lugar de Garagem (Escola Freixieiro)';https://www.imovirtual.com/pt/anuncio/t2-oliveira-do-douro-c-lugar-de-garagem-escola-freixieiro-ID14jjK.html#20368d4c3e;100500;09/05/2021;1182;;PortoVila Nova de GaiaOliveira do Douro;Oliveira do Douro;VILA NOVA DE GAIA;PORTO;85;97;T2;1996;1;;Usado;;;;;;;;;s;;;;;;;;s;;;;;s;;s;s;;;;
b'T3 Novo junto ao Parque da Lavandeira (Centro de Gaia)';https://www.imovirtual.com/pt/anuncio/t3-novo-junto-ao-parque-da-lavandeira-centro-de-gaia-ID140EO.html#ec2b2ec256;248000;09/05/2021;2120;;PortoVila Nova de GaiaOliveira do Douro;Oliveira do Douro;VILA NOVA DE GAIA;PORTO;117;141;T3;2021;;;Em construcao;;s;s;;;;;;;;;;;s;;;s;;;;;s;;;s;;;;
b'T2 Novo junto ao Parque da Lavandeira (Centro de Gaia)';https://www.imovirtual.com/pt/anuncio/t2-novo-junto-ao-parque-da-lavandeira-centro-de-gaia-ID140Ey.html#ec2b2ec256;198000;09/05/2021;2200;;PortoVila Nova de GaiaOliveira do Douro;Oliveira do Douro;VILA NOVA DE GAIA;PORTO;90;110;T2;2021;2;;Em construcao;;s;s;;;;;;;;;;;s;;;s;;;;;s;;;s;;;;
b'T1 Novo junto ao Parque da Lavandeira (Centro de Gaia)';https://www.imovirtual.com/pt/anuncio/t1-novo-junto-ao-parque-da-lavandeira-centro-de-gaia-ID140E6.html#ec2b2ec256;123000;09/05/2021;2050;;PortoVila Nova de GaiaOliveira do Douro;Oliveira do Douro;VILA NOVA DE GAIA;PORTO;60;74;T1;2021;1;;Em construcao;;s;s;;;;;;;;;;;s;;;s;;;;;s;;;s;;;;
b'T3 Novo em Oliveira do Douro pr\xc3\xb3ximo Mercadona e Ponte do Infante';https://www.imovirtual.com/pt/anuncio/t3-novo-em-oliveira-do-douro-proximo-mercadona-e-ponte-do-infante-ID13vBV.html#9a76cc5b46;270000;09/05/2021;2177;;PortoVila Nova de GaiaOliveira do Douro;Oliveira do Douro;VILA NOVA DE GAIA;PORTO;124;162;T3;2021;3;;Em construcao;;;;;;;;s;;;;;;s;s;;s;;;;;s;;;s;;s;;
b'T2 Novo em Oliveira do Douro (Gaia) pr\xc3\xb3ximo do Mercadona';https://www.imovirtual.com/pt/anuncio/t2-novo-em-oliveira-do-douro-gaia-proximo-do-mercadona-ID13ibZ.html#bdaa40c6b4;190000;09/05/2021;2088;;PortoVila Nova de GaiaOliveira do Douro;Oliveira do Douro;VILA NOVA DE GAIA;PORTO;91;99;T2;2021;2;A;Em construcao;;s;;;;;;;;;;;;s;;;;;;;;s;;;s;;;;
b'T2 c/ Lugar de Garagem em Oliveira do Douro (Quinta da Seara)';https://www.imovirtual.com/pt/anuncio/t2-c-lugar-de-garagem-em-oliveira-do-douro-quinta-da-seara-ID15cYQ.html#0825083be9;155000;09/05/2021;1890;;PortoVila Nova de GaiaOliveira do Douro;Oliveira do Douro;VILA NOVA DE GAIA;PORTO;82;;T2;2008;2;;Usado;;;;;;;;s;;;;;;s;s;;s;;;;;s;;;s;;;;
b'T2 Oliveira do Douro (Escola Freixieiro) c/ Lugar de Garagem';https://www.imovirtual.com/pt/anuncio/t2-oliveira-do-douro-escola-freixieiro-c-lugar-de-garagem-ID15c5r.html#b38f133703;100500;09/05/2021;1182;;PortoVila Nova de GaiaOliveira do Douro;Oliveira do Douro;VILA NOVA DE GAIA;PORTO;85;97;T3;1996;1;D;Usado;;;;;;;;;s;;;;;;;;;;;;;s;;s;s;;;;
b'T4 c/ Lugar de Garagem em Oliveira do Douro (Quinta da Seara)';https://www.imovirtual.com/pt/anuncio/t4-c-lugar-de-garagem-em-oliveira-do-douro-quinta-da-seara-ID15Tyu.html#764c108f15;199500;09/05/2021;1435;;PortoVila Nova de GaiaOliveira do Douro;Oliveira do Douro;VILA NOVA DE GAIA;PORTO;139;180;T4;2007;3;;Usado;;;;;;s;;s;;;s;;;s;s;;s;;;;;s;;;s;;;;
b'Apartamento T2 | Quinta Da Seara | Gaia';https://www.imovirtual.com/pt/anuncio/apartamento-t2-quinta-da-seara-gaia-ID15Uc7.html#51d5477c32;155000;09/05/2021;1824;;PortoVila Nova de GaiaOliveira do Douro;Oliveira do Douro;VILA NOVA DE GAIA;PORTO;85;102;T2;2007;2;C;Usado;;s;;;;;;s;;;;;;s;s;;s;;;;;s;;;;;;;s
b'T4 c/ Lugar de Garagem em Oliveira do Douro (Quinta da Seara)';https://www.imovirtual.com/pt/anuncio/t4-c-lugar-de-garagem-em-oliveira-do-douro-quinta-da-seara-ID15Tyu.html#0b9c1b5817;199500;09/05/2021;1435;;PortoVila Nova de GaiaOliveira do Douro;Oliveira do Douro;VILA NOVA DE GAIA;PORTO;139;180;T4;2007;3;;Usado;;;;;;s;;s;;;s;;;s;s;;s;;;;;s;;;s;;;;
b'Apartamento T1 NOVO - Poente - 300m Mercadona - Oliveira Douro';https://www.imovirtual.com/pt/anuncio/apartamento-t1-novo-poente-300m-mercadona-oliveira-douro-ID15Uzn.html#a3f9c8902b;120000;09/05/2021;2449;;PortoVila Nova de GaiaOliveira do Douro;Oliveira do Douro;VILA NOVA DE GAIA;PORTO;49;60;T1;2021;1;A;Em construcao;;;;;;;;;;;;;;s;s;;;;s;;;s;;;s;;;;
b'Apartamento T3 - varanda (14m2) e garagem 2 carros - 300m Mercadona';https://www.imovirtual.com/pt/anuncio/apartamento-t3-varanda-14m2-e-garagem-2-carros-300m-mercadona-ID15Uzk.html#a3f9c8902b;270000;09/05/2021;2077;;PortoVila Nova de GaiaOliveira do Douro;Oliveira do Douro;VILA NOVA DE GAIA;PORTO;130;143;T3;2021;3;A;Em construcao;;s;;;;;;s;;;;;;s;s;;;;s;;;s;;s;s;;;;
b'Apartamento T2+1 \xe2\x80\x98duplex\xe2\x80\x99 em Gervide- vistas panor\xc3\xa2micas';https://www.imovirtual.com/pt/anuncio/apartamento-t2-1-duplex-em-gervide-vistas-panoramicas-ID15UbY.html#4b0e254b3b;189000;09/05/2021;1260;;PortoVila Nova de GaiaOliveira do Douro;Oliveira do Douro;VILA NOVA DE GAIA;PORTO;150;225;T3;1983;3;F;Renovado;;;s;;;;;;;;;;;;;;s;;;;;;;;;;;;
b'T2 Novo junto ao Parque da Lavandeira (Centro de Gaia)';https://www.imovirtual.com/pt/anuncio/t2-novo-junto-ao-parque-da-lavandeira-centro-de-gaia-ID15xDo.html#44178b56e5;198000;09/05/2021;2200;;PortoVila Nova de GaiaOliveira do Douro;Oliveira do Douro;VILA NOVA DE GAIA;PORTO;90;110;T2;2021;2;;Em construcao;;s;s;;;;;;s;;;;;s;;;s;;s;;;s;;;s;;;;
b'T2 c/ Lugar de Garagem em Pedroso (Carvalhos)';https://www.imovirtual.com/pt/anuncio/t2-c-lugar-de-garagem-em-pedroso-carvalhos-ID14lnM.html#945f74cb6f;132000;09/05/2021;1671;;PortoVila Nova de GaiaPedroso e Seixezelo;Pedroso e Seixezelo;VILA NOVA DE GAIA;PORTO;79;97;T2;2002;1;C;Usado;;;;;;;;;;;;;;s;s;;s;;;;;s;;s;s;;;;
b'T3 com duas su\xc3\xadtes e s\xc3\xb3t\xc3\xa3o amplo e garagem box fechada - muito pr\xc3\xb3x...';https://www.imovirtual.com/pt/anuncio/t3-com-duas-suites-e-sotao-amplo-e-garagem-box-fechada-muito-prox-ID13ReK.html#2366de08ed;167000;09/05/2021;1336;;PortoVila Nova de GaiaPedroso e Seixezelo;Pedroso e Seixezelo;VILA NOVA DE GAIA;PORTO;125;193;T3;1994;3;D;Usado;;s;;;;;;s;;s;;;;s;;;;;;;s;;;;;;;;
b'T2 Pedroso (Gaia) a 3Km da EN1';https://www.imovirtual.com/pt/anuncio/t2-pedroso-gaia-a-3km-da-en1-ID129E0.html#c2e5f3dcb1;110000;09/05/2021;1146;;PortoVila Nova de GaiaPedroso e Seixezelo;Pedroso e Seixezelo;VILA NOVA DE GAIA;PORTO;96;108;T2;1995;1;;Usado;;;;;;;;;s;;;;;s;;;;;;;;;;s;s;;;;
b'T2 c/ Lugar de Garagem - Carvalhos (Pedroso)';https://www.imovirtual.com/pt/anuncio/t2-c-lugar-de-garagem-carvalhos-pedroso-ID15c6m.html#b38f133703;132000;09/05/2021;1671;;PortoVila Nova de GaiaPedroso e Seixezelo;Pedroso e Seixezelo;VILA NOVA DE GAIA;PORTO;79;97;T2;2002;1;C;Usado;;s;;;;s;;;;;;;;s;s;;;;;;;s;;;s;;;;
b'Apartamentos T3- pronto habitar centro Vila Nova Gaia C/ Varanda';https://www.imovirtual.com/pt/anuncio/apartamentos-t3-pronto-habitar-centro-vila-nova-gaia-c-varanda-ID1502z.html#f70140085c;289000;09/05/2021;2157;;PortoVila Nova de GaiaSanta Marinha e Sao Pedro da Afurada;Santa Marinha e Sao Pedro da Afurada;VILA NOVA DE GAIA;PORTO;134;;T3;2021;2;A;Novo;;s;s;s;;;;s;;;;;;s;s;;s;;s;;;s;;;s;;;;s
b'T2 Santa Marinha (Coimbr\xc3\xb5es) a 500m do Apeadeiro';https://www.imovirtual.com/pt/anuncio/t2-santa-marinha-coimbroes-a-500m-do-apeadeiro-ID14XLd.html#a124772dae;100000;09/05/2021;1639;;PortoVila Nova de GaiaSanta Marinha e Sao Pedro da Afurada;Santa Marinha e Sao Pedro da Afurada;VILA NOVA DE GAIA;PORTO;61;;T2;1981;1;D;Usado;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;
b'T2+1 Duplex Novo | Terra\xc3\xa7o (96m2) e Varandas | 100m Av. Republica';https://www.imovirtual.com/pt/anuncio/t2-1-duplex-novo-terraco-96m2-e-varandas-100m-av-republica-ID14F2h.html#c3eeff0314;320000;09/05/2021;2038;;PortoVila Nova de GaiaSanta Marinha e Sao Pedro da Afurada;Santa Marinha e Sao Pedro da Afurada;VILA NOVA DE GAIA;PORTO;157;259;T2;2020;3;A;Novo;;s;;s;;;;s;;;s;;;;;;;;;;;s;;;;;s;;
b'Apartamento T0 Renovado no Candal- Arr\xc3\xa1bida';https://www.imovirtual.com/pt/anuncio/apartamento-t0-renovado-no-candal-arrabida-ID14xt9.html#70951b9945;96000;09/05/2021;2233;;PortoVila Nova de GaiaSanta Marinha e Sao Pedro da Afurada;Santa Marinha e Sao Pedro da Afurada;VILA NOVA DE GAIA;PORTO;43;44;T0;2020;1;D;Renovado;;;;;;;;;;;;;;s;;;;;s;;;s;;;;;;;
b'Apartamento T3 Novo com terra\xc3\xa7o- Vila Nova de Gaia';https://www.imovirtual.com/pt/anuncio/apartamento-t3-novo-com-terraco-vila-nova-de-gaia-ID14lhP.html#945f74cb6f;245000;09/05/2021;1815;;PortoVila Nova de GaiaSanta Marinha e Sao Pedro da Afurada;Santa Marinha e Sao Pedro da Afurada;VILA NOVA DE GAIA;PORTO;135;;T3;2022;3;I;Em construcao;;;s;;;;;s;;s;;;;s;;;;;;;;s;;;;;s;;s
